goodpasture's syndrome,"['a22.001.001.010', 'a20.005.001.009', 'a10.004.004.006']"
coryza,0
cytomegalovirus retinitis,0
cytomegalovirus chorioretinitis,"['a11.005.001.006', 'a06.004.006.009']"
encephalitis viral,"['a11.005.004.010', 'a17.006.006.002']"
extrapulmonary pneumocystosis,0
fibrinogen decreased,0
blood fibrinogen decreased,['a13.001.002.003']
thyroid adenoma,"['a05.002.005.003', 'a16.037.001.001']"
uricaciduria,0
bone sarcoma,"['a16.029.003.001', 'a15.009.003.001']"
polyradiculoneuritis,0
pneumonia hypostatic,0
toxic confusional state,0
breast enlargement female,0
nocturnal confusion,0
vitamin k deficiency,['a14.012.003.005']
primary pulmonary hypertension,0
pulmonary arterial hypertension,"['a22.006.001.002', 'a24.008.003.003']"
pancreatitis chronic,['a07.018.001.007']
underweight,0
cough suppression,0
antitussive therapy,['a25.013.003.002']
macular hole,['a06.009.003.009']
oculomucocutaneous syndrome,"['a23.003.001.022', 'a07.005.001.010', 'a06.004.005.014']"
volume plasma increased,0
volume blood increased,['a13.011.002.001']
glycosylated haemoglobin decreased,0
hepatic enzyme decreased,['a13.003.001.018']
coombs direct test positive,['a13.001.001.001']
skin erosion,['a23.007.003.002']
caustic injury,0
application site haemorrhage,"['a12.007.001.040', 'a08.002.001.040', 'a24.007.001.048']"
abdominal neoplasm,"['a07.021.004.001', 'a16.016.002.002']"
bronchiolitis,"['a22.003.002.004', 'a11.005.004.008']"
intervertebral discitis,"['a15.002.005.002', 'a12.002.013.001', 'a11.001.001.002']"
fasciitis,['a15.003.003.001']
congenital foot malformation,"['a03.011.007.002', 'a15.011.007.002']"
gastrointestinal neoplasm,"['a07.021.004.002', 'a16.013.011.001']"
atrial septal defect,"['a02.004.002.009', 'a03.007.002.002']"
narcolepsy,"['a19.002.002.002', 'a17.015.001.002']"
neuroma,"['a16.009.002.001', 'a17.018.002.001']"
nasal disorder,['a22.004.003.004']
parasomnia,['a19.002.003.007']
lobar pneumonia,"['a11.001.009.005', 'a22.007.001.005']"
fall,['a12.001.008.002']
cholecystitis chronic,['a09.003.001.004']
amaurosis fugax,"['a24.004.006.006', 'a17.008.004.002', 'a06.002.002.005']"
gallbladder cancer,"['a16.007.005.001', 'a09.004.002.005']"
monarthritis,['a15.001.001.006']
flight of ideas,0
dysgraphia,['a17.002.003.006']
vestibular ataxia,"['a17.002.002.010', 'a04.004.001.004']"
carotid artery occlusion,"['a24.004.006.008', 'a17.008.001.012']"
nail infection,"['a23.009.004.004', 'a11.001.012.008']"
oral neoplasm benign,"['a07.020.002.001', 'a16.005.004.001']"
prostatic adenoma,"['a21.004.002.005', 'a16.036.001.001']"
polymyalgia,0
sleep phase rhythm disturbance,"['a17.015.006.001', 'a19.002.006.001']"
cognitive deterioration,0
sleep attacks,['a19.002.002.005']
colorectal cancer,"['a16.013.001.002', 'a07.021.001.002']"
compulsive sexual behaviour,0
compulsive shopping,['a19.018.001.003']
dry scalp,0
eye penetration,"['a12.001.004.011', 'a06.011.001.004']"
purpura senile,"['a01.001.004.009', 'a24.007.006.015', 'a23.006.001.012']"
ischaemic neuropathy,"['a24.004.003.011', 'a17.009.003.010']"
aseptic necrosis of bone,0
paranoid state,0
potassium deficiency,0
adrenal cortex atrophy,0
adrenal atrophy,0
eosinopenia,0
steroid acne,0
lipids abnormal,['a13.012.002.001']
long-term memory loss,0
steroid psychosis,0
substance-induced psychotic disorder,0
haemoglobin normal,0
low ph,0
blood ph decreased,0
carotid pulse,0
hypergammaglobulinaemia,0
paroxysmal atrial tachycardia,0
ph urine decreased,0
pseudocholinesterase deficiency,"['a03.008.006.001', 'a14.014.006.001']"
lumbar puncture headache,0
post lumbar puncture syndrome,"['a17.014.001.012', 'a12.002.004.004']"
poikilocytosis,['a01.007.002.009']
worry,0
perineal pain female,0
vaginal burning sensation,0
paroxysmal atrial fibrillation,0
collagen-vascular disease,"['a15.006.001.004', 'a10.004.004.001']"
atrial hypertrophy,['a02.004.002.008']
embolism arterial (limb),0
cardioactive drug level above therapeutic,['a13.017.001.003']
proarrhythmia,0
conjunctival congestion,0
ground glass appearance,0
descemetitis,['a06.004.002.008']
unspecified condition originating in the perinatal period,0
cloudy urine,0
postoperative fever,0
nodal tachycardia,0
bucking,0
airway complication of anaesthesia,"['a22.002.007.006', 'a12.002.012.001']"
osmolality increased,0
paraesthesia hand,0
hypoglycaemic seizure,"['a17.012.003.015', 'a05.006.003.002', 'a14.006.003.002']"
peripheral arterial disease,0
peripheral arterial occlusive disease,['a24.004.003.010']
cholinergic crisis,0
nicotinic effects,0
atrophic glossitis,['a07.014.001.004']
electrocardiogram qrs complex prolonged,['a13.014.005.003']
edema hands,0
depressive episode,0
parkinsonian gait,"['a08.001.002.005', 'a17.001.005.005']"
urine drug screen positive,0
drug screen positive,0
polycystic kidney,0
congenital cystic kidney disease,"['a03.006.001.003', 'a20.001.004.006', 'a16.027.001.002']"
ileal ulcer,['a07.004.006.008']
bicytopenia,0
hypoperfusion,0
vascular stenosis,['a24.004.002.020']
mycobacterial infection,['a11.004.002.003']
alveolar proteinosis,['a22.001.002.009']
arterial anomaly,0
congenital arterial malformation,"['a24.003.003.012', 'a03.007.009.002']"
decreased tolerance,0
drug tolerance decreased,['a08.006.001.024']
incisional hernia,"['a07.016.004.001', 'a12.002.005.017']"
hepatic artery thrombosis,"['a24.001.003.002', 'a09.001.006.005']"
chronic allograft nephropathy,"['a10.002.003.004', 'a20.001.002.010', 'a12.002.010.005']"
post transplant lymphoproliferative disorder,0
acute allograft rejection,0
ascariasis,"['a07.019.002.004', 'a11.008.001.001']"
type 1 diabetes mellitus,"['a05.006.001.010', 'a14.006.001.010', 'a10.004.008.007']"
sarcoidosis,['a10.002.006.001']
cutaneous sarcoidosis,0
vogt-koyanagi-harada syndrome,['a06.004.005.012']
enterobiasis,0
serous retinal detachment,0
lacrimal gland disorder,0
retinal exudates,"['a24.003.007.007', 'a06.010.002.003']"
cotton wool spots,0
mononeuropathy,0
cd4 lymphocytes decreased,['a13.001.006.016']
psychiatric evaluation abnormal,0
mitochondrial toxicity,"['a14.011.002.001', 'a12.003.001.009']"
thyroglobulin increased,0
anti-thyroid antibody positive,0
injection site dryness,0
tongue pigmentation,0
acrodynia,"['a23.003.006.007', 'a17.009.004.001', 'a12.003.001.021']"
bone neoplasm,"['a16.029.001.001', 'a15.009.002.001']"
pseudomembranous enterocolitis,0
cor pulmonale,"['a22.006.001.003', 'a02.005.003.001', 'a24.008.003.001']"
granuloma skin,['a23.003.015.002']
mesenteric occlusion,"['a07.015.002.009', 'a24.004.008.010']"
paraesthesia nec,0
albinism,"['a14.014.004.006', 'a23.005.002.005', 'a03.008.004.006']"
automatism,['a19.011.003.003']
oesophageal motility disorder,0
foramen ovale patent,0
long qt syndrome,['a02.003.001.017']
pancreatic neoplasm,0
injection site cyst,0
corpus callosum agenesis,0
platelet production decreased,0
posture abnormal,"['a17.002.005.033', 'a15.003.001.012']"
oropharyngeal spasm,"['a07.002.004.006', 'a22.004.005.001']"
tongue spasm,['a07.014.002.008']
laryngotracheal oedema,"['a23.004.001.011', 'a10.001.005.011', 'a22.004.002.005']"
osteodystrophy,['a15.002.003.007']
otitis media chronic,"['a11.001.005.006', 'a04.005.001.003']"
risus sardonicus,0
emprosthotonus,0
pleurothotonus,0
injection site ulcer,"['a12.007.003.017', 'a23.007.003.012', 'a08.002.003.016']"
eye rolling,"['a06.005.002.013', 'a17.002.005.039']"
unresponsive to stimuli,['a17.002.005.031']
injection site cellulitis,"['a23.009.001.009', 'a12.007.003.037', 'a11.002.001.012', 'a08.002.003.037']"
long qt syndrome congenital,0
glabellar reflex abnormal,0
postural orthostatic tachycardia syndrome,0
oculo-respiratory syndrome,0
oculorespiratory syndrome,0
acarodermatitis,"['a11.009.001.002', 'a23.003.004.020']"
electrocardiogram qt interval abnormal,['a13.014.005.024']
head titubation,0
plateletcrit decreased,0
c1 esterase deficiency acquired,0
molluscum contagiosum,"['a11.005.012.001', 'a23.009.003.006']"
xanthomatosis,"['a23.003.003.034', 'a14.008.004.014']"
adrenal cortical hypofunction,0
electroretinogram abnormal,0
retinogram abnormal,['a13.007.005.001']
local throat irritation,0
bladder disorder,['a20.003.001.002']
brain disorder nos,0
oesophageal rupture,0
congenital joint malformation,"['a03.011.006.004', 'a15.011.006.004']"
carcinoma colon,0
freezing phenomenon,['a17.001.005.006']
traumatic arthropathy,0
ankle sprain,0
duodenal perforation,['a07.004.002.001']
back strain,0
calculus bladder,['a20.004.002.002']
endometrial neoplasm malignant,0
laryngeal cancer,"['a16.019.003.001', 'a22.008.002.001']"
adenocarcinoma of prostate,0
rectal cancer,"['a16.013.001.003', 'a07.021.005.002']"
actinic keratosis,['a23.001.006.001']
seborrhoeic keratosis,"['a16.026.001.008', 'a23.010.001.008']"
middle ear effusion,['a04.005.003.001']
poliomyelitis,"['a11.005.016.001', 'a17.006.002.003']"
oesophageal carcinoma,"['a16.013.006.001', 'a07.021.006.001']"
intervertebral disc degeneration,['a15.010.001.002']
angiomyolipoma,"['a15.009.001.002', 'a16.018.001.002']"
therapeutic response increased,['a08.006.001.021']
hyperbilirubinemia aggravated,0
parkinsonism aggravated,0
salivary duct obstruction,['a07.006.005.001']
gastrointestinal stromal tumour,"['a16.013.011.002', 'a07.021.004.003']"
anaplastic thyroid cancer,0
rotator cuff syndrome,"['a15.001.008.002', 'a12.004.003.002']"
migraine without aura,"['a17.014.002.003', 'a24.003.005.006']"
localized osteoarthritis,0
ischaemic hepatitis,"['a09.001.007.018', 'a24.004.007.004']"
brain neoplasm benign,"['a17.018.001.001', 'a16.009.001.001']"
abdominal adhesions,"['a12.002.003.006', 'a07.007.003.001']"
pelvic peritoneal adhesions,0
peritoneal adhesions,"['a21.007.004.002', 'a12.002.003.008', 'a07.007.003.002']"
phosphate increased,0
blood phosphorus increased,['a13.011.001.016']
infected cyst,"['a11.001.008.021', 'a16.002.002.003']"
bone spur,0
acute cholestatic hepatitis,0
dental discomfort,['a07.009.006.002']
protein allergy,0
lactic acidosis syndrome,0
asymptomatic hyperlactatemia,0
festinating gait,0
lip burning sensation of,0
adhesion,['a08.001.003.048']
mastitis acute female,0
vasospasm cerebral,0
cerebral vasoconstriction,0
call-fleming syndrome,0
reversible cerebral vasoconstriction syndrome,0
fluorosis,['a12.003.001.023']
fluoride increased,0
glomerulonephritis membranoproliferative,0
unexpected therapeutic effect,0
therapeutic response unexpected,['a08.006.001.001']
acute nephritis,0
sudden hearing loss,['a04.002.001.009']
iris disorder,0
retinal vascular occlusion,"['a06.010.001.008', 'a24.004.010.004']"
chloropsia,0
scleral discolouration,['a06.009.006.001']
soft tissue disorder,['a15.003.002.012']
penile haemorrhage,0
erythropsia,0
arteriosclerotic retinopathy,"['a06.010.002.004', 'a24.003.007.008']"
other disorders of eye,0
vaso-occlusive crisis,0
cyanopsia,['a06.002.005.003']
visual brightness,0
aion,0
arteritic anterior ischaemic optic neuropathy,0
eosinophilic myocarditis,"['a02.004.003.002', 'a01.002.004.007']"
sprue,0
blood parathyroid hormone increased,['a13.010.007.002']
mastocytosis,0
chronic eosinophilic leukaemia,0
haemorrhagic ovarian cyst,0
renal cancer,"['a20.001.004.002', 'a16.008.002.001']"
scleral haemorrhage,"['a06.007.001.002', 'a24.007.005.009']"
tumour haemorrhage,"['a16.032.003.008', 'a24.007.001.028']"
pharyngeal mucositis,0
unable to walk,0
abasia,"['a17.002.005.035', 'a08.001.002.007']"
insulinoma,"['a07.021.009.001', 'a16.024.002.003', 'a05.008.001.004']"
syndrome fanconi-like,0
fanconi syndrome acquired,0
proximal renal tubular acidosis,0
shock insulin,0
shock hypoglycaemic,"['a14.006.003.003', 'a05.006.003.003']"
fistula,['a15.003.002.001']
t-cell lymphoma,0
pelvi-ureteric obstruction,['a20.001.005.003']
enterococcal infection,['a11.002.008.002']
myoglobinaemia,0
biliary sludge,0
cluster headache,['a17.014.001.003']
abdominal aortic aneurysm,0
aortic aneurysm,['a24.002.003.001']
menstrual cycle abnormal,0
cerebellar infarction,"['a17.008.001.013', 'a24.004.006.007']"
musculoskeletal deformity,['a15.010.003.001']
hypertensive episode,0
hemiplegia transient,0
injection site stinging,0
voice disturbance,0
temporal arteritis,"['a24.005.001.005', 'a10.002.002.011', 'a17.008.002.005', 'a06.007.002.006']"
nasal inflammation,['a22.004.004.002']
subcutaneous bleeding,0
bullous impetigo,"['a23.003.001.023', 'a11.002.005.005']"
kaposi's varicelliform eruption,0
pancreatic pseudocyst,['a07.018.003.002']
urge incontinence,['a20.002.002.008']
chest pressure sensation of,0
fat tissue increased,['a08.001.003.009']
pancreatitis acute on chronic,0
netherton's syndrome,0
bile duct stenosis,['a09.002.002.001']
pancreatitis necrotising,['a07.018.001.004']
haemoglobin abnormal,['a13.001.005.011']
gastrooesophagitis,['a07.008.005.003']
electrocardiogram t wave abnormal,['a13.014.005.009']
echocardiogram abnormal,['a13.014.002.002']
writing impaired,0
mobility decreased,"['a15.003.001.003', 'a17.002.005.018', 'a08.001.003.030']"
varicella zoster,0
herpes simplex dermatitis,0
herpes dermatitis,"['a23.009.003.005', 'a11.005.002.011']"
gastrointestinal ulcer perforation,['a07.004.004.005']
anxiety symptoms nos,0
eczema herpeticum,"['a23.003.004.026', 'a10.001.004.006', 'a11.005.002.016']"
primary graft dysfunction,0
graft dysfunction,['a12.002.009.006']
venous thrombosis deep limb,0
post transplant diabetes mellitus,0
myocardial hypertrophy,0
cardiac hypertrophy,['a02.004.002.017']
anogenital warts,"['a21.010.003.004', 'a11.005.007.002', 'a07.019.004.002', 'a23.010.001.003', 'a16.026.001.003']"
diabetic nephropathy,"['a20.005.003.011', 'a14.007.002.003', 'a05.007.002.003']"
tinea versicolour,"['a23.009.002.013', 'a11.003.008.006']"
papillary thyroid cancer,"['a16.024.003.002', 'a05.002.005.005']"
uterine polyp,"['a21.007.002.001', 'a16.004.002.002']"
hepatic cyst,"['a09.001.008.008', 'a16.006.002.001']"
sarcoma uterus,"['a21.007.002.005', 'a16.033.001.001']"
endometrial adenocarcinoma,0
nettle rash,0
dacryocystitis,"['a11.001.006.008', 'a06.004.004.011']"
conjunctival cyst,"['a16.034.001.002', 'a06.012.001.002']"
blepharitis allergic,"['a10.001.003.034', 'a23.003.004.030', 'a06.004.004.009']"
eczema eyelids,"['a23.003.004.027', 'a06.004.004.012']"
methicillin-resistant staphylococcus aureus infection,0
acute allergic reaction,0
corneal defect,['a06.008.001.005']
equilibrium loss,0
brain stem glioma,0
polymorphic light eruption,['a23.003.009.008']
hyposmia,"['a22.004.003.008', 'a17.004.004.003']"
burn,0
leukoplakia,"['a23.001.006.002', 'a08.001.006.013']"
male orgasmic disorder,0
varicocele,"['a21.012.002.002', 'a24.010.003.001']"
growth accelerated,"['a15.003.001.001', 'a05.003.001.001']"
clitoral engorgement,['a21.008.002.006']
korsakoff's psychosis (non-alcoholic),0
wernicke-korsakoff syndrome,0
breast induration,['a21.005.005.010']
gingival oedema,0
prostatic intraepithelial neoplasia,['a21.004.001.005']
prostatic dysplasia,0
nipple disorder,['a21.005.004.006']
red blood cell count increased,['a13.001.005.008']
blood urea normal,0
poor urinary stream,0
pulmonary microemboli,"['a24.001.006.006', 'a22.006.002.006']"
erythropoiesis abnormal,['a01.007.002.010']
buccal mucosal roughening,0
raised serum lipid levels,0
lipids increased,['a13.012.002.004']
oestradiol increased,['a13.010.005.014']
abnormal clotting factor,['a01.001.002.005']
redness gum,0
gingival erythema,['a07.009.003.008']
gingival blister,['a07.005.005.014']
impatience,['a19.005.001.014']
injection site discomfort,"['a12.007.003.019', 'a08.002.003.018']"
free prostate-specific antigen increased,['a13.022.001.003']
prostate examination abnormal,['a13.015.001.026']
prostate induration,['a21.004.001.006']
pulmonary oil microembolism,0
corneal stromal edema,0
causalgia,0
erythroleukaemia,"['a01.010.005.002', 'a16.001.005.002']"
disorder periosteal,0
bone tenderness,0
spleen palpable,['a13.015.001.011']
diverticular perforation,['a07.004.004.008']
bronchopneumopathy,['a22.002.007.010']
eosinophilic cystitis,0
papanicolaou smear suspicious,0
attention concentration difficulty,0
paresthesia of fingers,0
spotting vaginal,0
eye ulcer,['a06.008.003.018']
traumatic haemorrhage,"['a24.007.001.056', 'a12.001.008.029']"
operative bleeding,0
aphakic cystoid macular oedema,0
vaginal odour,['a21.008.002.008']
spinal epidural haematoma,0
st segment elevation myocardial infarction,0
corneal abrasion,"['a12.001.004.001', 'a06.011.003.001']"
deafness unilateral,['a04.002.001.011']
cochlear toxicity,0
presbyopia,0
acidosis hyperchloraemic,['a14.001.001.007']
distractibility,0
convulsions aggravated,0
upper motor neurone lesion,['a17.005.005.001']
expressive language disorder,"['a17.002.008.014', 'a19.019.001.004']"
drug - food interaction,0
food interaction,0
ketogenic diet,0
essential tremor,['a17.001.006.004']
familial tremor,"['a17.019.002.004', 'a15.011.009.001', 'a03.011.009.001']"
bicarbonate level,0
blood bicarbonate,0
word finding difficulty,0
learning disability,0
blood bicarbonate decreased,['a13.011.001.019']
lack of spontaneous speech,0
circadian rhythm sleep disorder,"['a19.002.006.002', 'a17.015.006.002']"
orgasmic sensation decreased,0
altered visual depth perception,"['a17.017.001.002', 'a06.002.004.006']"
tandem gait test abnormal,0
urticaria localised,0
calculus ureteric,['a20.004.002.003']
hypoaesthesia facial,['a17.002.006.025']
thrombocytopenia aggravated,0
cyst epidermal,0
face injury,0
herpangina,0
rectal prolapse,['a07.003.001.005']
tendon injury,0
pyelonephritis chronic,0
arthralgia of temporomandibular joint,0
temporomandibular joint syndrome,0
small intestinal obstruction,['a07.013.006.001']
mammogram abnormal,['a13.020.003.001']
back disorder,['a15.003.001.014']
otitis media serous,0
hand fracture,"['a12.004.001.014', 'a15.008.003.014']"
poor peripheral circulation,['a24.004.003.013']
genital itching female,0
duodenal ulcer aggravated,0
dizziness aggravated,0
gastritis aggravated,0
potassium abnormal nos,0
blood potassium abnormal,['a13.011.001.024']
blood glucose abnormal,['a13.002.002.008']
dyssomnia,"['a19.002.005.006', 'a17.015.004.004']"
foot infection fungal nos,0
eczema exacerbated,0
osteoarthritis aggravated,0
blood cholesterol abnormal,['a13.012.001.009']
lymphocyte count increased,['a13.001.006.007']
exacerbation of hot flushes,0
alanine aminotransferase decreased,['a13.003.001.002']
aspartate aminotransferase decreased,['a13.003.001.005']
pancreatitis aggravated,0
headache aggravated,0
food aversion,0
band neutrophil count increased,['a13.001.006.031']
red cell distribution width increased,0
analgesic effect,0
analgesic therapy,['a25.001.004.001']
mean platelet volume decreased,0
genitourinary tract infection,"['a11.001.014.005', 'a21.010.003.005', 'a20.008.002.003']"
uric acid increased,0
orthostatic dysregulation,0
serum creatinine decreased,0
upper respiratory tract inflammation,['a22.002.005.018']
renal cortical necrosis,"['a24.004.011.002', 'a20.001.007.006']"
aortic dissection,['a24.002.003.002']
hemiparesis (left),0
multiple allergies,['a10.001.003.030']
acne cystic,['a23.002.001.005']
circumscribed scleroderma,0
morphoea,"['a10.004.007.002', 'a15.006.001.008', 'a23.003.002.011']"
hypertension paroxysmal,0
occipital headache,0
leukonychia,0
agnosia,0
hypervitaminosis a,['a14.012.004.002']
ochronosis,"['a15.006.001.012', 'a23.003.002.015']"
osteitis,['a15.002.004.015']
wheezing expiratory,0
buccal mucosa ulceration,0
scrotal ulcer,"['a23.007.003.007', 'a21.012.002.007']"
retinoic acid syndrome,"['a22.002.001.017', 'a12.003.001.026']"
cerebellar oedema,0
slow speech,0
application site stinging,0
hyperostosis,['a15.002.004.006']
eruptive xanthoma,0
nail dystrophy,['a23.002.005.003']
acne fulminans,['a23.002.001.002']
excessive granulation tissue,"['a23.007.004.012', 'a08.003.002.003']"
muscle tone disorder,0
acute gastritis,0
hypochromic microcytic anemia,0
blindness day,0
idiosyncratic drug reaction,['a08.006.001.002']
smarting,0
short period,0
granulocytosis,['a01.002.001.008']
lung nodule,0
pulmonary mass,['a22.002.007.004']
plantar warts,0
sore nose,0
chemical peritonitis,"['a12.003.002.002', 'a07.007.001.002']"
linear iga disease,"['a23.003.001.015', 'a10.004.002.006']"
red neck,0
haemochromatosis,"['a09.001.010.005', 'a14.013.003.001', 'a12.002.008.002']"
mitral valve disease,['a02.007.001.003']
osteosclerosis,['a15.002.004.012']
blood pressure diastolic increased,['a13.014.003.004']
developmental coordination disorder,"['a19.022.001.001', 'a17.002.002.011']"
myoclonic epilepsy,['a17.012.003.007']
hamartoma,"['a03.002.001.006', 'a16.002.002.008']"
congenital oral malformation,"['a03.004.003.001', 'a07.011.004.002']"
dentofacial anomaly,"['a15.011.005.001', 'a03.011.005.001', 'a07.009.008.002']"
limb malformation,"['a15.011.007.006', 'a03.011.007.006']"
postictal state,"['a17.002.004.014', 'a19.013.001.005']"
haemangioma congenital,"['a16.002.001.004', 'a24.003.006.005', 'a03.007.003.002']"
low set ears,"['a03.013.001.002', 'a04.006.001.002']"
supernumerary nipple,"['a23.007.005.003', 'a03.003.003.001']"
congenital hydronephrosis,"['a20.001.005.002', 'a03.006.002.001']"
congenital vesicoureteric reflux,"['a03.006.003.001', 'a20.003.005.001']"
retinal atrophy,0
croup infectious,"['a22.007.003.023', 'a11.001.013.020']"
hip dysplasia,"['a15.011.007.003', 'a03.011.007.003']"
developmental hip dysplasia,0
dysmorphism,"['a03.011.006.001', 'a15.011.006.001']"
foetal anticonvulsant syndrome,"['a03.002.002.001', 'a18.003.003.001', 'a12.003.003.001']"
cytotoxic oedema,0
small cell lung cancer,0
vein discolouration,['a24.003.002.004']
conjunctivitis bacterial,"['a11.002.001.019', 'a06.004.001.012']"
acute stress disorder,['a19.006.006.001']
rectal mass,0
intestinal mass,['a07.011.001.010']
scleral icterus,0
ocular icterus,"['a01.006.004.007', 'a09.001.001.007', 'a06.008.003.009']"
rectal ulcer,['a07.004.001.002']
rib pain,0
genital lesion,['a21.010.005.004']
heart racing,0
copper deficiency,0
blood copper decreased,0
genitourinary tract neoplasm,"['a20.008.001.003', 'a21.010.002.004', 'a16.015.001.001']"
chest heaviness,0
acute migraine,0
insomnia exacerbated,0
exposure to poisonous plant,0
exposure to toxic agent,['a12.003.004.001']
fraction of inspired oxygen,0
neonatal hyponatraemia,0
factor i deficiency,"['a01.001.001.003', 'a03.015.001.001']"
jaundice neonatal,"['a01.006.004.006', 'a09.001.001.008', 'a18.004.008.001']"
convulsion neonatal,"['a18.004.004.003', 'a17.012.003.017']"
pelvic haematoma,"['a21.007.004.001', 'a24.007.003.010']"
apgar score low,['a13.015.001.012']
abscess sterile,['a08.001.005.008']
atonic urinary bladder,"['a20.003.003.004', 'a17.005.001.010']"
complete hearing loss,0
urine sodium increased,0
urate nephropathy,0
brain infarction,0
decreased vibratory sense,['a17.002.007.013']
obsessional neurosis,0
balance difficulty,0
zinc deficiency,['a14.013.001.001']
blood zinc decreased,['a13.011.001.036']
bone lesion,['a15.002.004.016']
intravascular large b-cell lymphoma,0
compression fracture,"['a12.004.002.008', 'a15.008.002.004']"
genu valgum,0
knee deformity,['a15.010.003.002']
cervical incompetence,0
complication of pregnancy,['a18.002.002.003']
gestational diabetes,"['a14.006.001.008', 'a05.006.001.008', 'a18.002.004.001']"
gestational hypertension,0
injection site nodule,"['a23.007.004.009', 'a08.002.003.034', 'a12.007.003.034']"
shortened cervix,0
keratitis sicca,0
airway edema,0
hypopyon,"['a06.004.010.004', 'a11.001.006.009']"
cataract cortical,['a06.006.001.004']
cataract nuclear,['a06.006.001.005']
detachment of retinal pigment epithelium,['a06.009.003.011']
optic disc vascular disorder,"['a24.003.004.008', 'a06.007.003.004']"
spinal cord infarction,"['a17.010.001.009', 'a24.004.006.018']"
contracted bladder,['a20.003.003.005']
acute febrile illness,0
bcg infection,0
bovine tuberculosis,['a11.004.001.007']
urticaria recurrent,0
convulsive disorder,0
plasma osmolality increased,0
goiter nodular,0
nontoxic goiter,0
tremor coarse,0
manic episode,0
gasping,0
congenital limb hyperextension,"['a03.011.007.013', 'a15.011.007.013']"
toxic symptom,0
female orgasmic disorder,"['a19.008.001.005', 'a21.003.002.018']"
frozen shoulder,0
chronic peptic ulcer,0
serum ferritin increased,['a13.011.001.026']
infusion site swelling,"['a12.007.005.003', 'a08.002.005.002']"
painful red eyes,0
acute promyelocytic leukaemia differentiation syndrome,"['a12.003.001.042', 'a22.002.001.023']"
gas pain,0
basilar artery syndrome,0
vertebrobasilar insufficiency,"['a24.004.006.011', 'a17.008.002.007']"
mycobacterium avium complex infection,['a11.004.002.001']
mycobacterium test,0
intermittent fever,0
blood chloride decreased,['a13.011.001.004']
blood bicarbonate increased,['a13.011.001.001']
peridiverticular abscess,"['a11.001.007.022', 'a07.019.001.010']"
colonic abscess,0
bronchopulmonary aspergillosis,"['a11.003.001.002', 'a22.007.008.001']"
intestinal haemorrhage,"['a07.012.003.005', 'a24.007.002.031']"
ulcerative enterocolitis,"['a10.002.001.009', 'a07.008.001.009']"
metal poisoning,0
chrysiasis,0
arcus senilis,0
arcus lipoides,['a06.006.003.014']
graft complication,['a12.002.009.009']
arteriovenous fistula thrombosis,"['a12.002.001.006', 'a24.001.001.017']"
injection site extravasation,"['a12.007.003.002', 'a08.002.003.002']"
lymphadenopathy inguinal,0
spinal cord compression,['a17.010.001.006']
abortion infected,"['a18.001.003.002', 'a11.001.010.015']"
venipuncture site bruise,0
vessel puncture site bruise,"['a12.007.004.009', 'a24.007.006.016', 'a23.003.011.014', 'a08.002.004.009']"
nephrogenic systemic fibrosis,"['a15.006.001.009', 'a23.003.002.012', 'a10.004.002.007', 'a20.001.001.004']"
aspiration pneumonitis,0
barium impaction,0
hypophosphataemic rickets,['a14.004.004.008']
congenital hypothyroidism,"['a03.009.003.001', 'a05.002.003.004', 'a14.011.001.027']"
hyperparathyroidism secondary,"['a05.004.001.004', 'a20.001.001.006']"
pharyngitis ulcerative,0
bladder diverticulum,['a20.003.001.009']
aspartate aminotransferase normal,0
rash both legs,0
antidiuresis,0
brugada syndrome,['a02.003.001.013']
venous thrombosis limb,['a24.001.002.009']
infusion site burning,0
abscesses of skin,0
dermatitis eyelid,0
kearns-sayre syndrome,0
persistent cough,0
numbness facial,0
lichenification,0
atopy,['a10.001.004.005']
urinary tract pain,['a20.002.003.013']
secondary hypogonadism,0
ovarian hyperstimulation,0
ovarian neoplasm,"['a21.011.001.005', 'a16.012.006.001']"
puerperal pyrexia,"['a18.006.001.003', 'a11.001.010.009', 'a08.005.002.006']"
hemolytic reaction,0
nausea alone,0
delayed recovery from anaesthesia,"['a12.002.012.003', 'a17.002.004.011']"
neuromuscular block prolonged,"['a12.002.012.004', 'a17.005.004.005']"
depersonalization syndrome,0
cervical smear test positive,0
implant site pain,"['a08.002.002.008', 'a12.007.002.008']"
chalazion,['a06.004.004.002']
senile ankylosing vertebral hyperostosis,['a15.001.004.005']
olecranon bursitis,['a15.004.001.002']
ceruminosis,0
adenocarcinoma pancreas,0
monocyte count decreased,['a13.001.006.008']
eyebrow loss of,0
hepatitis f,0
pneumoperitoneum,0
volvulus,['a07.013.003.001']
pneumatosis,['a08.001.003.044']
shunt thrombosis,"['a12.002.005.021', 'a24.001.001.016']"
ammonia increased,['a13.003.001.023']
coagulation test abnormal,['a13.001.002.018']
allergic asthma,0
splitting nails,0
clinical flare reaction,0
lymphostasis,"['a01.009.001.017', 'a24.009.002.003']"
tumour compression,0
retained placenta,0
retained placenta or membranes,0
cardiac enzymes increased,['a13.004.001.007']
abortion incomplete,0
uterine cramps,0
conjunctival ulcer,['a06.004.001.015']
small intestine ulcer,['a07.004.006.009']
large intestinal ulcer,['a07.004.006.004']
blood pressure abnormal,['a13.014.003.001']
degeneration of uterine fibroid,0
bone cancer metastatic,"['a16.029.002.001', 'a15.009.003.004']"
lower urinary tract symptoms,0
